volume,open,close,high,low,dt,log_return,asset_return
7420147.0,173.08,173.17,173.33,172.51,2022-02-01 19:00:00,0.0005603001506901961,1.0005604571481397
14204827.0,173.1712,174.61,174.84,173.1099,2022-02-01 20:00:00,0.00828114456997664,1.0083155280937808
6857593.0,174.57,174.5901,174.98,173.97,2022-02-01 21:00:00,-0.00011397476702601494,0.9998860317278506
145052.0,174.59,174.31,174.61,174.25,2022-02-01 22:00:00,-0.0016056175402363593,0.9983956707740015
82034.0,174.32,174.3,174.32,173.95,2022-02-01 23:00:00,-5.737070079891993e-05,0.9999426309448683
87875.0,174.28,174.45,174.59,174.12,2022-02-02 00:00:00,0.0008602151068082264,1.0008605851979344
82279.0,174.19,175.32,175.32,174.11,2022-02-02 09:00:00,0.004974707917825505,1.0049871023215822
26014.0,175.31,174.71,175.31,174.61,2022-02-02 10:00:00,-0.0034854190642557015,0.9965206479580198
38374.0,174.66,174.94,175.1,174.41,2022-02-02 11:00:00,0.0013156015053557013,1.0013164672886496
238527.0,174.96,175.11,175.23,174.75,2022-02-02 12:00:00,0.0009712898921003799,1.0009717617468847
1970300.0,174.9033,174.67,175.24,174.53,2022-02-02 13:00:00,-0.0025158684435080403,0.997487293701102
10645161.0,174.61,174.7,175.47,173.94,2022-02-02 14:00:00,0.0001717376997101283,1.0001717524474725
12063646.0,174.71,174.69,175.56,174.33,2022-02-02 15:00:00,-5.724262287287729e-05,0.9999427590154552
8974307.0,174.69,174.365,174.88,173.33,2022-02-02 16:00:00,-0.001862171256199474,0.9981395615089588
6541086.0,174.3638,175.0202,175.05,174.06,2022-02-02 17:00:00,0.0037505925726391,1.0037576348464428
5119167.0,175.02,174.77,175.05,174.3,2022-02-02 18:00:00,-0.0014305720553080548,0.9985704507251164
7253803.0,174.7791,175.0626,175.37,174.29,2022-02-02 19:00:00,0.001672800466456792,1.001674200377639
13408111.0,175.06,175.83,175.88,174.86,2022-02-02 20:00:00,0.004373994911721191,1.004383574789818
4892464.0,175.84,174.81,175.84,174.0,2022-02-02 21:00:00,-0.005817949333355443,0.9941989421600409
7784799.0,174.76,174.35,175.84,174.1,2022-02-02 22:00:00,-0.002634896701431799,0.9973685715920141
195102.0,174.48,173.54,174.81,173.45,2022-02-02 23:00:00,-0.004656652756317214,0.9953541726412388
119471.0,173.51,173.75,175.84,173.5,2022-02-03 00:00:00,0.0012093640795578509,1.0012100956551804
76665.0,173.9,173.68,175.0,173.68,2022-02-03 09:00:00,-0.0004029588748650781,0.9995971223021584
21625.0,173.8,173.66,173.95,173.64,2022-02-03 10:00:00,-0.00011516093753716206,0.9998848456932289
63179.0,173.78,174.32,174.4,173.46,2022-02-03 11:00:00,0.003793326003865616,1.0038005297708166
315060.0,174.23,174.21,174.58,173.56,2022-02-03 12:00:00,-0.0006312225842961539,0.9993689765947683
2584696.0,173.9789,173.68,174.5398,173.5,2022-02-03 13:00:00,-0.0030469424820323,0.9969576947362379
9619591.0,173.67,174.7506,175.29,173.23,2022-02-03 14:00:00,0.006145289014384048,1.0061642100414554
13238660.0,174.76,175.26,176.2399,174.39,2022-02-03 15:00:00,0.0029107710432842993,1.0029150114506045
8246212.0,175.265,174.58,176.03,174.55,2022-02-03 16:00:00,-0.003887496320500894,0.996120050211115
7082209.0,174.57,175.29,175.465,174.28,2022-02-03 17:00:00,0.004058655927251742,1.0040669034253635
6154397.0,175.29,175.515,176.03,174.88,2022-02-03 18:00:00,0.0012827641045758398,1.001283587198357
7206389.0,175.51,174.47,175.81,174.31,2022-02-03 19:00:00,-0.005971702247220989,0.9940460929265306
17453426.0,174.4715,173.0,174.94,172.12,2022-02-03 20:00:00,-0.008461212594030876,0.9915744827190921
3711627.0,172.9,174.11,174.41,172.79,2022-02-03 21:00:00,0.0063956888807279455,1.0064161849710984
2108043.0,174.07,174.0,174.39,172.9,2022-02-03 22:00:00,-0.0006319841639781387,0.9993682154959508
84243.0,173.95,174.2,174.35,173.9,2022-02-03 23:00:00,0.0011487652038733032,1.0011494252873563
109326.0,174.25,174.17,174.3,173.9901,2022-02-04 00:00:00,-0.00017223067470872877,0.9998277841561424
46928.0,174.38,173.55,174.38,173.55,2022-02-04 09:00:00,-0.0035660914358981444,0.9964402595165645
74801.0,173.51,172.51,173.51,172.48,2022-02-04 10:00:00,-0.006010536502143005,0.994007490636704
59875.0,172.85,171.65,172.87,171.49,2022-02-04 11:00:00,-0.0049976859019515985,0.9950147817517826
301318.0,171.86,173.11,173.18,171.72,2022-02-04 12:00:00,0.008469710684937404,1.0085056801631227
1122031.0,172.8601,170.32,173.18,170.29,2022-02-04 13:00:00,-0.016248210003414698,0.9838830801224654
11085435.0,170.45,172.19,172.3795,170.02,2022-02-04 14:00:00,0.010919497712871262,1.0109793330201973
13693057.0,172.18,171.23,172.92,171.02,2022-02-04 15:00:00,-0.00559083629721524,0.9944247633428189
9438854.0,171.23,172.053,172.62,170.81,2022-02-04 16:00:00,0.004794886882221405,1.0048064007475326
6548970.0,172.0618,172.47,172.61,171.675,2022-02-04 17:00:00,0.002420739420208484,1.0024236717755575
7942960.0,172.47,173.33,173.73,172.46,2022-02-04 18:00:00,0.004973983649909641,1.004986374441932
7182241.0,173.34,173.225,173.5,172.52,2022-02-04 19:00:00,-0.0006059644397744535,0.9993942191195984
11523654.0,173.23,172.32,174.1,172.22,2022-02-04 20:00:00,-0.005238114105366343,0.9947755808919035
2962284.0,172.34,172.51,172.55,172.02,2022-02-04 21:00:00,0.0011019923975741364,1.001102599814299
1513758.0,172.49,172.6,172.66,172.39,2022-02-04 22:00:00,0.0005215728436747114,1.0005217088864413
25440.0,172.6,172.55,172.6,172.51,2022-02-04 23:00:00,-0.00028972910531432916,0.999710312862109
21286.0,172.52,172.5,172.55,172.4,2022-02-05 00:00:00,-0.00028981307259812183,0.9997102289191538
36221.0,172.39,172.44,172.68,171.8,2022-02-07 09:00:00,-0.0003478865924808616,0.9996521739130435
16845.0,172.43,172.2,172.91,172.2,2022-02-07 10:00:00,-0.001392757885303908,0.9986082115518441
7115.0,172.2,172.74,172.81,172.16,2022-02-07 11:00:00,0.003130981858509685,1.0031358885017423
124756.0,172.69,173.3,173.34,172.59,2022-02-07 12:00:00,0.0032366228694211685,1.0032418663887923
2203372.0,172.9,173.22,173.7,172.35,2022-02-07 13:00:00,-0.0004617338186623243,0.999538372763993
15119096.0,173.25,173.43,173.94,172.39,2022-02-07 14:00:00,0.0012115968595960425,1.0012123311395913
9264702.0,173.45,172.995,173.9458,172.82,2022-02-07 15:00:00,-0.002511367416483168,0.9974917834284726
10471362.0,173.0,172.065,173.19,171.73,2022-02-07 16:00:00,-0.00539037994467062,0.9946241220844533
5887044.0,172.06,171.87,172.44,171.53,2022-02-07 17:00:00,-0.0011339353127448604,0.998866707348967
4943439.0,171.86,172.6099,172.72,171.74,2022-02-07 18:00:00,0.004295757969123848,1.0043049979635772
5057396.0,172.6186,172.605,172.83,171.97,2022-02-07 19:00:00,-2.838811418826026e-05,0.9999716122887504
11048942.0,172.6016,171.71,173.04,170.95,2022-02-07 20:00:00,-0.005198739617820358,0.9948147504417602
5201754.0,171.66,172.01,172.16,171.66,2022-02-07 21:00:00,0.0017456073325883281,1.0017471317919748
2404737.0,172.0,172.31,172.57,171.66,2022-02-07 22:00:00,0.0017425654967082593,1.0017440846462415
42086.0,172.42,172.43,172.58,172.2,2022-02-07 23:00:00,0.0006961768570326043,1.0006964192443852
56612.0,172.4,172.4,172.5,172.1,2022-02-08 00:00:00,-0.00017399878244717115,0.9998260163544627
13194.0,172.16,171.85,172.35,171.82,2022-02-08 09:00:00,-0.0031953549337506715,0.9968097447795823
15805.0,171.82,172.2,172.4,171.66,2022-02-08 10:00:00,0.0020345886977874983,1.0020366598778003
30684.0,172.1,171.69,172.2,171.44,2022-02-08 11:00:00,-0.0029660669045092902,0.9970383275261324
133159.0,171.7,171.8,171.85,171.37,2022-02-08 12:00:00,0.0006404844610345961,1.000640689615004
378127.0,171.7999,171.8,172.32,171.4,2022-02-08 13:00:00,0.0,1.0
9045740.0,171.79,172.06,172.42,171.5,2022-02-08 14:00:00,0.0015122436430470287,1.0015133876600697
9327000.0,172.06,172.67,172.86,171.43,2022-02-08 15:00:00,0.0035390052311363718,1.0035452749041032
9369282.0,172.675,173.875,174.2,172.67,2022-02-08 16:00:00,0.0069543918192680465,1.0069786297561825
10089236.0,173.88,174.65,175.2779,173.69,2022-02-08 17:00:00,0.004447321009234173,1.0044572250179726
6762165.0,174.65,174.5852,174.795,174.121,2022-02-08 18:00:00,-0.00037109661765821755,0.9996289722301746
6762964.0,174.585,173.94,174.81,173.73,2022-02-08 19:00:00,-0.0037024624735639833,0.9963043831894113
14139505.0,173.9416,174.82,175.35,173.635,2022-02-08 20:00:00,0.005046460990723034,1.0050592158215477
1775394.0,174.83,174.75,175.09,174.48,2022-02-08 21:00:00,-0.00040049203842240644,0.9995995881478092
1220674.0,174.75,174.76,174.89,174.73,2022-02-08 22:00:00,5.722296931587323e-05,1.0000572246065809
45965.0,174.8,175.22,175.35,174.78,2022-02-08 23:00:00,0.0026287231549826373,1.0026321812771801
39550.0,175.25,175.17,175.25,174.8,2022-02-09 00:00:00,-0.00028539627466184214,0.9997146444469809
26359.0,175.35,175.83,176.0,175.35,2022-02-09 09:00:00,0.00376068819289177,1.0037677684535025
40904.0,175.79,176.05,176.1,175.79,2022-02-09 10:00:00,0.0012504264446135949,1.0012512085537166
37703.0,176.01,176.34,176.45,175.93,2022-02-09 11:00:00,0.0016459040578196138,1.0016472593013348
185212.0,176.3,176.57,176.69,175.95,2022-02-09 12:00:00,0.0013034486558254343,1.0013042985142337
837421.0,176.3805,176.3,176.76,175.0,2022-02-09 13:00:00,-0.0015303089108815726,0.9984708614147365
10708075.0,176.32,175.24,176.65,175.0805,2022-02-09 14:00:00,-0.006030626458127131,0.9939875212705616
9729276.0,175.25,175.7838,176.1699,175.18,2022-02-09 15:00:00,0.0030983678886427057,1.0031031727916002
7322676.0,175.7845,175.4248,175.98,175.2,2022-02-09 16:00:00,-0.0020443697849943376,0.9979577185155856
5447105.0,175.43,175.815,175.88,175.25,2022-02-09 17:00:00,0.0022218447939073016,1.0022243149201253
4764915.0,175.82,175.6,175.92,175.435,2022-02-09 18:00:00,-0.00122362464223702,0.9987771236811421
5630579.0,175.6091,175.67,176.12,175.59,2022-02-09 19:00:00,0.0003985538242750053,1.000398633257403
13368757.0,175.67,176.28,176.33,174.9,2022-02-09 20:00:00,0.0034664049484947057,1.0034724198781808
2048513.0,176.22,176.4499,176.48,175.3865,2022-02-09 21:00:00,0.0009633434145470687,1.0009638075788518
4625877.0,176.44,176.4001,176.59,176.28,2022-02-09 22:00:00,-0.0002822729223792564,0.9997177669128744
20653.0,176.4,176.14,176.45,176.14,2022-02-09 23:00:00,-0.0014755770886409891,0.9985255110399596
39080.0,176.14,176.0,176.23,175.92,2022-02-10 00:00:00,-0.0007951383391615607,0.9992051776995573
18494.0,175.75,175.68,175.75,175.39,2022-02-10 09:00:00,-0.0018198367169857121,0.9981818181818182
3216.0,175.65,175.55,175.68,175.55,2022-02-10 10:00:00,-0.0007402557067246462,0.9992600182149363
11584.0,175.52,175.51,175.6,175.5,2022-02-10 11:00:00,-0.0002278812748421899,0.9997721446881229
67747.0,175.6,175.94,175.99,175.6,2022-02-10 12:00:00,0.0024470064849300144,1.0024500028488406
923753.0,175.97,174.25,176.27,174.0,2022-02-10 13:00:00,-0.009651978183895515,0.990394452654314
11935727.0,174.25,175.08,175.3899,173.75,2022-02-10 14:00:00,0.004751962682060906,1.0047632711621235
11469993.0,175.09,174.405,175.48,174.28,2022-02-10 15:00:00,-0.0038628315340130115,0.9961446196024674
10282923.0,174.415,174.8475,175.01,173.79,2022-02-10 16:00:00,0.002533984648798615,1.0025371979014364
8774160.0,174.8501,174.1,175.06,173.32,2022-02-10 17:00:00,-0.004284318663336784,0.9957248459371738
9384557.0,174.09,173.44,174.52,172.37,2022-02-10 18:00:00,-0.0037981285228614325,0.9962090752441126
8591287.0,173.43,172.83,173.58,172.52,2022-02-10 19:00:00,-0.003523265838880185,0.9964829335793359
15001179.0,172.83,172.295,173.14,171.55,2022-02-10 20:00:00,-0.0031003284522217456,0.9969044726031359
3827981.0,172.12,172.22,172.43,171.81,2022-02-10 21:00:00,-0.0004353946921602514,0.9995647000783541
2101388.0,172.22,172.19,172.26,172.02,2022-02-10 22:00:00,-0.00017421096992453755,0.9998258042039252
170501.0,172.19,171.82,172.37,171.82,2022-02-10 23:00:00,-0.002151101088184504,0.9978512108717115
107103.0,171.83,171.79,171.98,171.5,2022-02-11 00:00:00,-0.00017461657155593002,0.9998253986730299
34860.0,171.18,170.96,171.55,170.76,2022-02-11 09:00:00,-0.00484318962746233,0.9951685197042902
16372.0,170.99,171.4,171.4,170.99,2022-02-11 10:00:00,0.0025703951527873414,1.0025737014506317
16593.0,171.31,171.06,171.31,170.74,2022-02-11 11:00:00,-0.001985634011044013,0.9980163360560094
157852.0,171.12,171.98,172.26,171.12,2022-02-11 12:00:00,0.00536381883011483,1.0053782298608676
517528.0,171.2801,172.5,172.74,171.19,2022-02-11 13:00:00,0.0030190454886644957,1.0030236073962089
10437370.0,172.47,171.8287,173.08,171.62,2022-02-11 14:00:00,-0.0038991861585602194,0.9961084057971015
12363649.0,171.82,172.0899,172.695,171.03,2022-02-11 15:00:00,0.0015189643725070923,1.001520118583217
7564825.0,172.09,171.79,172.56,171.3,2022-02-11 16:00:00,-0.0017442140470071976,0.9982573062103005
6173178.0,171.78,171.515,172.2,171.35,2022-02-11 17:00:00,-0.0016020743002220783,0.9983992083357588
11667469.0,171.51,169.15,171.85,168.89,2022-02-11 18:00:00,-0.013884831111415252,0.9862111185610589
13801566.0,169.14,168.82,170.0,168.29,2022-02-11 19:00:00,-0.00195283667114321,0.9980490688737806
18244258.0,168.84,168.43,169.7,168.04,2022-02-11 20:00:00,-0.0023128253452791014,0.9976898471745055
10135274.0,168.64,168.6,169.3,168.32,2022-02-11 21:00:00,0.0010088123574600871,1.0010093213798017
41769.0,168.6,168.7,168.78,168.58,2022-02-11 22:00:00,0.0005929439841674267,1.0005931198102016
37724.0,168.68,168.42,168.74,168.37,2022-02-11 23:00:00,-0.0016611299500759458,0.9983402489626556
78919.0,168.36,168.2,168.47,168.1,2022-02-12 00:00:00,-0.0013071120629986055,0.9986937418358864
158667.0,168.2,166.0,168.2,165.25,2022-02-14 09:00:00,-0.013165959182304121,0.9869203329369799
56887.0,165.88,166.39,166.6,165.62,2022-02-14 10:00:00,0.002346642070872207,1.0023493975903615
89271.0,166.22,166.49,166.75,165.87,2022-02-14 11:00:00,0.0006008171293450104,1.0006009976561092
505728.0,166.49,168.01,168.4,166.0,2022-02-14 12:00:00,0.009088253884550035,1.0091296774581056
800213.0,166.22,167.51,168.45,165.92,2022-02-14 13:00:00,-0.0029804504657153785,0.9970239866674603
10164491.0,167.55,168.435,169.0,166.86,2022-02-14 14:00:00,0.0055068677170160285,1.005522058384574
11146460.0,168.42,167.885,168.75,167.57,2022-02-14 15:00:00,-0.0032706974922707133,0.9967346454121767
8376026.0,167.89,168.875,169.2,167.78,2022-02-14 16:00:00,0.005879575080022015,1.0058968937070019
5395032.0,168.88,169.28,169.48,168.72,2022-02-14 17:00:00,0.00239535238957167,1.00239822353812
7123231.0,169.28,166.89,169.58,166.87,2022-02-14 18:00:00,-0.014219235914622708,0.9858813799621927
9299868.0,166.9,168.16,168.56,166.56,2022-02-14 19:00:00,0.007580994373329375,1.007609802864162
16476667.0,168.16,169.13,169.39,167.72,2022-02-14 20:00:00,0.005751742857309061,1.005768315889629
4574377.0,168.88,168.75,168.95,168.66,2022-02-14 21:00:00,-0.0022493202333109252,0.9977532075917933
22437.0,168.78,168.65,168.88,168.6,2022-02-14 22:00:00,-0.00059276824497978,0.9994074074074074
46303.0,168.7,169.0,169.1,168.7,2022-02-14 23:00:00,0.0020731534154139197,1.0020753038837829
50909.0,169.14,168.87,169.19,168.63,2022-02-15 00:00:00,-0.0007695267790284177,0.9992307692307693
64693.0,168.9,171.19,171.56,168.9,2022-02-15 09:00:00,0.013644862642641975,1.0137383786344525
36790.0,171.25,171.58,171.7,171.01,2022-02-15 10:00:00,0.0022755793581321626,1.0022781704538817
43940.0,171.65,171.82,172.16,171.55,2022-02-15 11:00:00,0.0013977870650911939,1.001398764424758
189494.0,171.74,171.81,172.03,171.52,2022-02-15 12:00:00,-5.82021360351348e-05,0.9999417995576767
529611.0,171.93,171.05,172.03,168.88,2022-02-15 13:00:00,-0.004433303650261067,0.995576508934288
9025004.0,171.05,170.88,171.4506,170.25,2022-02-15 14:00:00,-0.0009943556517839625,0.9990061385559776
8591676.0,170.89,171.18,171.36,170.48,2022-02-15 15:00:00,0.0017540786816336862,1.0017556179775282
6173927.0,171.19,171.521,171.72,171.02,2022-02-15 16:00:00,0.001990073635858458,1.0019920551466293
6117816.0,171.52,170.5699,171.65,170.34,2022-02-15 17:00:00,-0.005560524706279324,0.9944549063963013
5864726.0,170.57,171.77,172.04,170.53,2022-02-15 18:00:00,0.007011189265891282,1.0070358251954186
5659396.0,171.77,171.985,172.27,171.38,2022-02-15 19:00:00,0.0012508910592412548,1.0012516737497816
12433710.0,171.99,172.8,172.95,171.72,2022-02-15 20:00:00,0.004727592661780022,1.0047387853591883
1651052.0,172.79,172.3,172.96,172.22,2022-02-15 21:00:00,-0.002897712836071875,0.9971064814814815
1635355.0,172.26,172.28,172.79,172.25,2022-02-15 22:00:00,-0.00011608334797408304,0.999883923389437
24647.0,172.37,172.22,172.4,172.2,2022-02-15 23:00:00,-0.0003483309178902161,0.99965172974228
105959.0,172.25,171.9,172.3,171.88,2022-02-16 00:00:00,-0.0018598168792154368,0.9981419115085356
27782.0,173.05,172.7,173.2,171.99,2022-02-16 09:00:00,0.004643072763828471,1.004653868528214
12270.0,172.5,172.54,172.54,172.0,2022-02-16 10:00:00,-0.0009268915042000003,0.9990735379270411
7062.0,172.5,172.7,172.7,172.35,2022-02-16 11:00:00,0.0009268915042000003,1.000927321200881
95568.0,172.71,172.0,172.74,171.95,2022-02-16 12:00:00,-0.004061508339179731,0.9959467284308049
515588.0,172.6899,172.06,173.221,171.88,2022-02-16 13:00:00,0.00034877637974961573,1.0003488372093023
9063286.0,172.05,170.575,172.8612,170.05,2022-02-16 14:00:00,-0.008668170491715088,0.9913692897826338
7788037.0,170.575,171.04,171.22,170.265,2022-02-16 15:00:00,0.00272236457524766,1.002726073574674
6147722.0,171.05,171.105,171.19,170.35,2022-02-16 16:00:00,0.00037995587123607066,1.0003800280636108
4885737.0,171.1,170.675,171.41,170.18,2022-02-16 17:00:00,-0.0025162398436266997,0.9974869232342715
3177478.0,170.67,170.78,170.895,170.545,2022-02-16 18:00:00,0.0006150151751160848,1.0006152043357257
10053862.0,170.7691,172.88,172.88,170.54,2022-02-16 19:00:00,0.012221533719170452,1.012296521840965
11135319.0,172.8721,172.55,173.34,172.31,2022-02-16 20:00:00,-0.0019106626546179228,0.998091161499306
3765791.0,172.55,172.13,172.63,172.0,2022-02-16 21:00:00,-0.00243704426059832,0.9975659229208924
97992.0,172.16,172.3,172.55,172.16,2022-02-16 22:00:00,0.000987138250469144,1.00098762563179
38879.0,172.35,172.12,172.55,172.09,2022-02-16 23:00:00,-0.001045235563484681,0.9989553105049332
36833.0,172.11,172.17,172.3,172.0,2022-02-17 00:00:00,0.00029045281798190103,1.0002904950034859
21801.0,172.0,171.42,172.0,171.29,2022-02-17 09:00:00,-0.004365675317644424,0.995643840390312
5923.0,171.45,171.58,171.6,171.4,2022-02-17 10:00:00,0.0009329446740826697,1.0009333800023337
2194.0,171.45,171.5,171.5,171.42,2022-02-17 11:00:00,-0.00046636353882423265,0.9995337451917472
64556.0,171.5,171.9,172.0,171.42,2022-02-17 12:00:00,0.002329645782809031,1.002332361516035
